Mineral Name,Mineral Name (plain),RRUFF Chemistry (plain),IMA Chemistry (plain),Chemistry Elements,IMA Number,Database ID,Country of Type Locality,IMA Status,Structural Groupname,Crystal Systems,Valence Elements,Image
Jaszczakite,Jaszczakite,[Bi3S3][AuS2],[Bi3S3][AuS2],Bi S Au,IMA2016-077,6603,Hungary,Approved,Buckhornite,orthorhombic,Bi S Au,
Javorieite,Javorieite,KFe2+Cl3,KFeCl3,K Fe Cl,IMA2016-020,6548,Slovakia,Approved, ,orthorhombic,K Fe^2+ Cl,
Jeanbandyite,Jeanbandyite,Fe3+Sn4+(OH)5O,Fe3+Sn(OH)5O,Fe Sn O H,IMA1980-043,2522,Bolivia,Approved,Perovskite,tetragonal|cubic,Fe^3+ Sn^4+ O H,
Jeankempite,Jeankempite,Ca5(As5+O4)2(As5+O3OH)2(H2O)7,Ca5(AsO4)2(AsO3OH)2(H2O)7,Ca As O H,IMA2018-090,6819,USA,Pending publication|Approved, ,triclinic,Ca As^5+ O H,
Jedwabite,Jedwabite,Fe7Ta3,Fe7Ta3,Fe Ta,IMA1995-043,2523,Russia,Approved, ,hexagonal,Fe Ta,
Jeffbenite,Jeffbenite,Mg3Al2Si3O12,Mg3Al2Si3O12,Mg Al Si O,IMA2014-097,6395,Brazil,Approved,Jeffbenite,tetragonal,Mg Al Si O,
Jeffreyite,Jeffreyite,"(Ca,Na)2(Be,Al)Si2(O,OH)7","(Ca,Na)2(Be,Al)Si2(O,OH)7",Ca Na Be Al Si O H,IMA1982-095,2524,Canada,Approved,Melilite,orthorhombic,Ca Na Be Al Si O H,
Jennite,Jennite,Ca9(Si3O9)2(OH)6·8H2O,Ca9(Si3O9)2(OH)6·8H2O,Ca Si O H,IMA1965-021,2525,USA,Approved, ,triclinic,Ca Si O H,
Jensenite,Jensenite,Cu2+3Te6+O6·2H2O,Cu2+3Te6+O6·2H2O,Cu Te O H,IMA1994-043,2526,USA,Approved, ,monoclinic,Cu^2+ Te^6+ O H,
Jentschite,Jentschite,Pb2+Tl1+As3+2Sb3+S2-6,TlPbAs2SbS6,Tl Pb As Sb S,IMA1993-025,2527,Switzerland,Approved, ,monoclinic,Pb^2+ Tl^1+ As^3+ Sb^3+ S^2-,
Jeppeite,Jeppeite,"(K,Ba)2(Ti4+,Fe3+)6O13","(K,Ba)2(Ti,Fe3+)6O13",K Ba Ti Fe O,IMA1980-080,2528,Australia,Approved,Jeppeite,monoclinic,K Ba Ti^4+ Fe^3+ O,
Jeremejevite,Jeremejevite,Al6(BO3)5F3,Al6(BO3)5F3,Al B O F,,2529,Russia,Grandfathered|Approved, ,hexagonal,Al B O F,
Jerrygibbsite,Jerrygibbsite,Mn2+9(SiO4)4(OH)2,Mn2+9(SiO4)4(OH)2,Mn Si O H,IMA1981-059,2531,USA,Approved,Humite,orthorhombic,Mn^2+ Si O H,
Jervisite,Jervisite,NaSc3+Si2O6,NaSc3+Si2O6,Na Sc Si O,IMA1980-012,2532,Italy,Approved,Pyroxene,monoclinic,Na Sc^3+ Si O,
Ježekite,Jezekite,Na8(U6+O2)(C4+O3)3(S6+O4)2·3H2O,Na8[(UO2)(CO3)3](SO4)2·3H2O,Na U O C S H,IMA2014-079,6377,Czech Republic,Pending publication|Approved, ,hexagonal,Na U^6+ O C^4+ S^6+ H,
Jianshuiite,Jianshuiite,MgMn4+3O7·3H2O,MgMn4+3O7·3H2O,Mg Mn O H,IMA1990-019,2533,China,Approved, ,triclinic,Mg Mn^4+ O H,
Jimboite,Jimboite,Mn2+3(BO3)2,Mn2+3(BO3)2,Mn B O,IMA1963-002,2534,Japan,Approved, ,orthorhombic,Mn^2+ B O,
Jimthompsonite,Jimthompsonite,Mg5Si6O16(OH)2,Mg5Si6O16(OH)2,Mg Si O H,IMA1977-011,2535,USA,Approved, ,orthorhombic,Mg Si O H,
Jingsuiite,Jingsuiite,TiB2,TiB2,Ti B,IMA2018-117b,6955,China,Pending publication|Approved, ,hexagonal,Ti B,
Jinshajiangite,Jinshajiangite,BaNaFe2+4Ti4+2(Si2O7)2O2(OH)2F,BaNaFe2+4Ti2(Si2O7)2O2(OH)2F,Ba Na Fe Ti Si O H F,IMA1981-061,2536,China,Approved|Redefined,Seidozerite-Bafertisite,monoclinic,Ba Na Fe^2+ Ti^4+ Si O H F,
Jixianite,Jixianite,"(Pb2+,[box])2(W5+,Fe3+)2(O,OH)7","(Pb,[box])2(W,Fe3+)2(O,OH)7",Pb W Fe O H,IMA1984-062,2537,China,Questionable mineral species|Approved,Pyrochlore,cubic,Pb^2+ W^5+ Fe^3+ O H,
Joanneumite,Joanneumite,Cu(C3N3O3H2)2(N3-H3)2,Cu(C3N3O3H2)2(NH3)2,Cu C N O H,IMA2012-001,6067,Chile,Approved, ,,Cu C N O H N^3-,
Joaquinite-(Ce),Joaquinite-(Ce),NaBa2Fe2+Ti4+2Ce3+2(Si4O12)2O2(OH)·H2O,NaBa2Fe2+Ti2Ce2(Si4O12)2O2(OH)·H2O,Na Ba Fe Ti Ce Si O H,,2538,USA,Approved|Redefined,Joaquinite,monoclinic,Na Ba Fe^2+ Ti^4+ Ce^3+ Si O H,
Joegoldsteinite,Joegoldsteinite,Mn2+Cr3+2S2-4,MnCr2S4,Mn Cr S,IMA2015-049,6449,USA,Approved,Spinel,cubic,Mn^2+ Cr^3+ S^2-,
Joëlbruggerite,Joelbruggerite,Pb2+3Zn2+3Sb5+As5+2O13(OH),Pb3Zn3Sb5+As2O13(OH),Pb Zn Sb As O H,IMA2008-034,5694,USA,Approved,Dugganite,hexagonal,Pb^2+ Zn^2+ Sb^5+ As^5+ O H,
Joesmithite,Joesmithite,Pb2+Ca2Mg3Fe3+2(Si6Be2)O22(OH)2,Pb2+Ca2(Mg3Fe3+2)(Si6Be2)O22(OH)2,Pb Ca Mg Fe Si Be O H,,2539,Sweden,Approved|Redefined,Amphibole,monoclinic,Pb^2+ Ca Mg Fe^3+ Si Be O H,
Johachidolite,Johachidolite,CaAlB3O7,CaAlB3O7,Ca Al B O,,2540,North Korea,Approved|Redefined, ,orthorhombic,Ca Al B O,
Johanngeorgenstadtite,Johanngeorgenstadtite,Ni2+4.5(As5+O4)3,Ni2+4.5(AsO4)3,Ni As O,IMA2019-122,7005,Germany,Pending publication|Approved,Alluaudite,,Ni^2+ As^5+ O,
Johannite,Johannite,Cu2+(U6+O2)2(S6+O4)2(OH)2·8H2O,Cu(UO2)2(SO4)2(OH)2·8H2O,Cu U O S H,,2541,Czech Republic,Grandfathered|Approved,Johannite,triclinic,Cu^2+ U^6+ O S^6+ H,
Johannsenite,Johannsenite,CaMn2+Si2O6,CaMnSi2O6,Ca Mn Si O,,2542,Italy / USA,Approved,Pyroxene,monoclinic,Ca Mn^2+ Si O,
Johillerite,Johillerite,NaCu2+MgMg2(As5+O4)3,NaCuMgMg2(AsO4)3,Na Cu Mg As O,IMA1980-014,2543,Namibia,Approved,Alluaudite,monoclinic,Na Cu^2+ Mg As^5+ O,
Johnbaumite,Johnbaumite,Ca5(As5+O4)3OH,Ca5(AsO4)3(OH),Ca As O H,IMA1980-B,2544,USA,Approved,Apatite,hexagonal,Ca As^5+ O H,
Johninnesite,Johninnesite,Na2Mn2+9Mg7(As5+O4)2(Si6O17)2(OH)8,Na2Mn2+9Mg7(AsO4)2(Si6O17)2(OH)8,Na Mn Mg As O Si H,IMA1985-046,2545,Namibia,Approved, ,triclinic,Na Mn^2+ Mg As^5+ O Si H,
Johnkoivulaite,Johnkoivulaite,Cs[Be2B]Mg2Si6O18,Cs[Be2B]Mg2Si6O18,Cs Be B Mg Si O,IMA2019-046,6934,Myanmar,Pending publication|Approved,Beryl,hexagonal,Cs Be B Mg Si O,
Johnsenite-(Ce),Johnsenite-(Ce),Na12Ce3+3Ca6Mn2+3Zr4+3W6+Si25O73(C4+O3)(OH)2,Na12Ce3Ca6Mn3Zr3WSi25O73(CO3)(OH)2,Na Ce Ca Mn Zr W Si O C H,IMA2004-026,5283,Canada,Approved,Eudialyte,hexagonal,Na Ce^3+ Ca Mn^2+ Zr^4+ W^6+ Si O C^4+ H,
Johnsomervilleite,Johnsomervilleite,Na10Ca6Mg18Fe2+25(PO4)36,Na10Ca6Mg18Fe2+25(PO4)36,Na Ca Mg Fe P O,IMA1979-032,2546,United Kingdom,Approved,Fillowite,hexagonal,Na Ca Mg Fe^2+ P O,
Johntomaite,Johntomaite,BaFe2+2Fe3+2(P5+O4)3(OH)3,BaFe2+2Fe3+2(PO4)3(OH)3,Ba Fe P O H,IMA1999-009,2547,Australia,Approved,Bjarebyite,monoclinic,Ba Fe^2+ Fe^3+ P^5+ O H,
Johnwalkite,Johnwalkite,"K(Mn2+,Fe3+)2(Nb5+,Ta5+)O2(P5+O4)2·2(H2O,OH)","K(Mn2+,Fe3+)2(Nb,Ta)O2(PO4)2·2(H2O,OH)",K Mn Fe Nb Ta O P H,IMA1985-008,2548,USA,Approved, ,orthorhombic,K Mn^2+ Fe^3+ Nb^5+ Ta^5+ O P^5+ H,
Jôkokuite,Jokokuite,Mn2+S6+O4·5H2O,Mn2+(SO4)·5H2O,Mn S O H,IMA1976-045,2549,Japan,Approved,Chalcanthite,triclinic,Mn^2+ S^6+ O H,
Joliotite,Joliotite,(U6+O2)(C4+O3)·2H2O,(UO2)(CO3)·2H2O,U O C H,IMA1974-014,5119,Germany,Approved, ,orthorhombic,U^6+ O C^4+ H,
Jolliffeite,Jolliffeite,NiAsSe,NiAsSe,Ni As Se,IMA1989-011,2550,Canada,Approved,Ullmannite,cubic,Ni As Se,
Jonassonite,Jonassonite,"Au(Bi,Pb)5S4","Au(Bi,Pb)5S4",Au Bi Pb S,IMA2004-031,5399,Hungary,Approved, ,monoclinic,Au Bi Pb S,
Jonesite,Jonesite,KBa2Ti4+2(Si5Al)O18·nH2O,KBa2Ti2(Si5Al)O18·nH2O,K Ba Ti Si Al O H,IMA1976-040,2551,USA,Approved, ,monoclinic,K Ba Ti^4+ Si Al O H,
Joosteite,Joosteite,Mn2+Mn3+O(P5+O4),Mn2+Mn3+O(PO4),Mn O P,IMA2005-013,5400,Namibia,Approved,Wagnerite,monoclinic,Mn^2+ Mn^3+ O P^5+,
Jordanite,Jordanite,"Pb2+14(As3+,Sb3+)6S2-23","Pb14(As,Sb)6S23",Pb As Sb S,,2552,Switzerland,Grandfathered|Approved,Geocronite,monoclinic,Pb^2+ As^3+ Sb^3+ S^2-,
Jordisite,Jordisite,Mo4+S2-2,MoS2,Mo S,,2553,Germany,Grandfathered|Approved,Amorphous,,Mo^4+ S^2-,
Jørgensenite,Jorgensenite,Na2Sr14Na2Al12F64(OH)4,Na2Sr14Na2Al12F64(OH)4,Na Sr Al F O H,IMA1995-046,2554,Denmark (Greenland),Approved,Jarlite,monoclinic,Na Sr Al F O H,
Jörgkellerite,Jorgkellerite,"(Na,[box])3Mn3+3(P5+O4)2(C4+O3)(O,OH)2·5H2O",Na3Mn3+3(PO4)2(CO3)O2·5H2O,Na Mn P O C H,IMA2015-020,6424,Tanzania,Pending publication|Approved, ,hexagonal,Na Mn^3+ P^5+ O C^4+ H,
Joséite-A,Joseite-A,Bi4TeS2,Bi4TeS2,Bi Te S,,2555,Brazil,Questionable mineral species|Approved,Tetradymite,,Bi Te S,
Joséite-B,Joseite-B,Bi4Te2S,Bi4Te2S,Bi Te S,,2556,Canada,Questionable mineral species|Approved,Tetradymite,,Bi Te S,
Joteite,Joteite,Ca2Cu2+Al(As5+O4)[As5+O3(OH)]2(OH)2·5H2O,Ca2CuAl(AsO4)[AsO3(OH)]2(OH)2·5H2O,Ca Cu Al As O H,IMA2012-091,6154,Chile,Approved, ,triclinic,Ca Cu^2+ Al As^5+ O H,
Jouravskite,Jouravskite,Ca3Mn4+(S6+O4)(C4+O3)(OH)6·12H2O,Ca3Mn4+(SO4)(CO3)(OH)6·12H2O,Ca Mn S O C H,IMA1965-009,2557,Morocco,Approved,Ettringite,hexagonal,Ca Mn^4+ S^6+ O C^4+ H,
Juabite,Juabite,CaCu2+10(Te4+O3)4(As5+O4)4(OH)2·4H2O,CaCu10(Te4+O3)4(AsO4)4(OH)2·4H2O,Ca Cu Te O As H,IMA1996-001,2558,USA,Approved, ,triclinic,Ca Cu^2+ Te^4+ O As^5+ H,
Juangodoyite,Juangodoyite,Na2Cu2+(C4+O3)2,Na2Cu(CO3)2,Na Cu C O,IMA2004-036,5288,Chile,Approved, ,monoclinic,Na Cu^2+ C^4+ O,
Juanitaite,Juanitaite,"(Cu2+,Ca,Fe2+)10Bi3+(As5+O4)4(OH)11·2H2O","(Cu,Ca,Fe)10Bi(AsO4)4(OH)11·2H2O",Cu Ca Fe Bi As O H,IMA1999-022,2559,USA,Approved, ,tetragonal,Cu^2+ Ca Fe^2+ Bi^3+ As^5+ O H,
Juanite,Juanite,Ca10Mg4Al2Si11O39·4H2O,"Ca10(Mg,Fe2+)4(Si,Al)13(O,OH)39·4H2O (?)",Ca Mg Fe Si Al O H,,5039,USA,Questionable mineral species|Approved, ,,Ca Mg Al Si O H,
Juansilvaite,Juansilvaite,Na5Al3[As5+O3(OH)]4[As5+O2(OH)2]2(S6+O4)2·4H2O,Na5Al3[AsO3(OH)]4[AsO2(OH)2]2(SO4)2·4H2O,Na Al As O H S,IMA2015-080,6479,Chile,Approved, ,monoclinic,Na Al As^5+ O H S^6+,
Julgoldite-(Fe<sup>2+</sup>),Julgoldite-(Fe2+),Ca2Fe2+Fe3+2(Si2O7)(SiO4)(OH)2·H2O,Ca2Fe2+Fe3+2(Si2O7)(SiO4)(OH)2·H2O,Ca Fe Si O H,IMA1966-033,2560,Sweden,Approved|Renamed,Pumpellyite,monoclinic,Ca Fe^2+ Fe^3+ Si O H,
Julgoldite-(Fe<sup>3+</sup>),Julgoldite-(Fe3+),Ca2Fe3+Fe3+2(Si2O7)(SiO4)O(OH)·H2O,Ca2Fe3+Fe3+2(Si2O7)(SiO4)O(OH)·H2O,Ca Fe Si O H,"IMA1972-003a, IMA1973 s.p.",5018,Sweden,Approved|Renamed,Pumpellyite,monoclinic,Ca Fe^3+ Si O H,
Julgoldite-(Mg),Julgoldite-(Mg),Ca2MgFe3+2(Si2O7)(SiO4)(OH)·H2O,Ca2MgFe3+2(Si2O7)(SiO4)(OH)2·H2O,Ca Mg Fe Si O H,"IMA1972-003a, IMA1973 s.p.",5021,Japan,Approved|Renamed,Pumpellyite,,Ca Mg Fe^3+ Si O H,
Julienite,Julienite,Na2Co2+(S2-CN3-)4·8H2O,Na2Co(SCN)4·8H2O,Na Co S C N H O,IMA2007 s.p.,5309,Democratic Republic of the Congo,Approved|Renamed, ,monoclinic,Na Co^2+ S^2- C N^3- H O,
Jungite,Jungite,Ca2Zn24Fe3+8(P5+O4)9(OH)9·16H2O,Ca2Zn4Fe3+8(PO4)9(OH)9·16H2O,Ca Zn Fe P O H,IMA1977-034,2561,Germany,Approved, ,orthorhombic,Ca Zn Fe^3+ P^5+ O H,
Junitoite,Junitoite,CaZn2+2Si2O7·H2O,CaZn2Si2O7·H2O,Ca Zn Si O H,IMA1975-042,2562,USA,Approved, ,orthorhombic,Ca Zn^2+ Si O H,
Junoite,Junoite,"Cu1+2Pb2+3Bi3+8(S2-,Se2-)16","Cu2Pb3Bi8(S,Se)16",Cu Pb Bi S Se,IMA1974-011,2563,Australia,Approved, ,monoclinic,Cu^1+ Pb^2+ Bi^3+ S^2- Se^2-,
Juonniite,Juonniite,CaMgSc3+(P5+O4)2(OH)·4H2O,CaMgSc(PO4)2(OH)·4H2O,Ca Mg Sc P O H,IMA1996-060,2564,Russia,Approved,Overite,orthorhombic,Ca Mg Sc^3+ P^5+ O H,
Jurbanite,Jurbanite,Al(S6+O4)(OH)·5H2O,Al(SO4)(OH)·5H2O,Al S O H,IMA1974-023,2565,USA,Approved, ,monoclinic,Al S^6+ O H,
Jusite,Jusite,Na2Ca15Al4Si16O54·17H2O,Na2Ca15Al4Si16O54·17H2O,Na Ca Al Si O H,,5505,Germany,Questionable mineral species|Approved, ,,Na Ca Al Si O H,
Kaatialaite,Kaatialaite,Fe3+(H2As5+O4)3·5H2O,Fe3+(H2AsO4)3·5H2O,Fe H As O,IMA1982-021,2566,Finland,Approved, ,monoclinic,Fe^3+ H As^5+ O,
Kadyrelite,Kadyrelite,([Hg1+]2)3OBr3(OH),([Hg1+]2)3OBr3(OH),Hg O Br H,IMA1986-042,2567,Russia,Approved, ,cubic,Hg^1+ O Br H,
Kaersutite,Kaersutite,NaCa2(Mg3AlTi4+)(Si6Al2)O22O2,NaCa2(Mg3AlTi4+)(Si6Al2)O22O2,Na Ca Mg Al Ti Si O,,2568,Denmark (Greenland),Approved|Redefined,Amphibole,monoclinic,Na Ca Mg Al Ti^4+ Si O,
Kahlenbergite,Kahlenbergite,KAl11O17,KAl11O17,K Al O,IMA2018-158,6883,Israel,Pending publication|Approved,Plumboferrite,hexagonal,K Al O,
Kahlerite,Kahlerite,Fe2+(U6+O2)2(As5+O4)2·12H2O,Fe2+(UO2)2(AsO4)2·12H2O,Fe U O As H,,2569,Austria,Grandfathered|Approved, ,,Fe^2+ U^6+ O As^5+ H,
Kainite,Kainite,KMg(S6+O4)Cl·3H2O,KMg(SO4)Cl·3H2O,K Mg S O Cl H,,2570,Germany,Grandfathered|Approved, ,monoclinic,K Mg S^6+ O Cl H,
Kainosite-(Y),Kainosite-(Y),Ca2Y2(SiO3)4(CO3)·H2O,Ca2Y2(SiO3)4(CO3)·H2O,Ca Y Si O C H,IMA1987 s.p.,2571,Norway,Approved|Renamed, ,orthorhombic,Ca Y Si O C H,
Kainotropite,Kainotropite,Cu2+4Fe3+O2(V5+2O7)(V5+O4),Cu4Fe3+O2(V2O7)(VO4),Cu Fe O V,IMA2015-053,6453,Russia,Approved, ,orthorhombic,Cu^2+ Fe^3+ O V^5+,
Kaitianite,Kaitianite,Ti3+2Ti4+O5,Ti3+2Ti4+O5,Ti O,IMA2017-078a,6740,Mexico (meteorite),Pending publication|Approved,Berdesinskiite,monoclinic,Ti^3+ Ti^4+ O,
Kalborsite,Kalborsite,K6Al4BSi6O20(OH)4Cl,K6Al4BSi6O20(OH)4Cl,K Al B Si O H Cl,IMA1979-033,2572,Russia,Approved, ,tetragonal,K Al B Si O H Cl,
Kalgoorlieite,Kalgoorlieite,As2Te3,As2Te3,As Te,IMA2015-119,6518,Australia,Pending publication|Approved, ,monoclinic,As Te,
Kaliborite,Kaliborite,KHMg2B12O16(OH)10·4H2O,KHMg2B12O16(OH)10·4H2O,K H Mg B O,,2573,Germany,Grandfathered|Approved, ,monoclinic,K H Mg B O,
Kalicinite,Kalicinite,KH(CO3),KH(CO3),K H C O,,2574,Switzerland,Grandfathered|Approved, ,monoclinic,K H C O,
Kalifersite,Kalifersite,K5Fe3+7Si20O50(OH)6·12H2O,K5Fe3+7Si20O50(OH)6·12H2O,K Fe Si O H,IMA1996-007,2575,Russia,Approved, ,triclinic,K Fe^3+ Si O H,
Kalininite,Kalininite,Zn2+Cr3+2S2-4,ZnCr2S4,Zn Cr S,IMA1984-028,2576,Russia,Approved,Spinel,cubic,Zn^2+ Cr^3+ S^2-,
Kalinite,Kalinite,KAl(S6+O4)2·11H2O,KAl(SO4)2·11H2O,K Al S O H,,2577,unknown,Questionable mineral species|Approved, ,,K Al S^6+ O H,
Kaliochalcite,Kaliochalcite,KCu2+2(S6+O4)2[(OH)(H2O)],KCu2(SO4)2[(OH)(H2O)],K Cu S O H,IMA2013-037,6202,Russia,Approved,Natrochalcite,monoclinic,K Cu^2+ S^6+ O H,
Kaliophilite,Kaliophilite,KAlSiO4,KAlSiO4,K Al Si O,,2578,Italy,Grandfathered|Approved,Tridymite-Nepheline,hexagonal,K Al Si O,
Kalistrontite,Kalistrontite,K2Sr(S6+O4)2,K2Sr(SO4)2,K Sr S O,,2580,Russia,Approved,Palmierite,hexagonal,K Sr S^6+ O,
Kalithallite,Kalithallite,K3Tl3+Cl6·2H2O,K3Tl3+Cl6·2H2O,K Tl Cl H O,IMA2017-044,6688,Russia,Pending publication|Approved, ,tetragonal,K Tl^3+ Cl H O,
Kalsilite,Kalsilite,KAlSiO4,KAlSiO4,K Al Si O,,2581,Uganda,Grandfathered|Approved,Tridymite-Nepheline,hexagonal,K Al Si O,
Kalungaite,Kalungaite,PdAsSe,PdAsSe,Pd As Se,IMA2004-047,5294,Brazil,Approved,Ullmannite,cubic,Pd As Se,
Kamaishilite,Kamaishilite,Ca2(SiAl2)O6(OH)2,Ca2(SiAl2)O6(OH)2,Ca Si Al O H,IMA1980-052,2583,Japan,Approved, ,tetragonal,Ca Si Al O H,
Kamarizaite,Kamarizaite,Fe3+3(As5+O4)2(OH)3·3H2O,Fe3+3(AsO4)2(OH)3·3H2O,Fe As O H,IMA2008-017,5676,Greece,Approved, ,orthorhombic,Fe^3+ As^5+ O H,
Kambaldaite,Kambaldaite,NaNi2+4(C4+O3)3(OH)3·3H2O,NaNi4(CO3)3(OH)3·3H2O,Na Ni C O H,IMA1982-098,2584,Australia,Approved, ,hexagonal,Na Ni^2+ C^4+ O H,
Kamchatkite,Kamchatkite,KCu2+3O(S6+O4)2Cl,KCu3O(SO4)2Cl,K Cu O S Cl,IMA1987-018,2585,Russia,Approved, ,orthorhombic,K Cu^2+ O S^6+ Cl,
Kamenevite,Kamenevite,K2Ti4+Si3O9·H2O,K2TiSi3O9·H2O,K Ti Si O H,IMA2017-021,6662,Russia,Approved,Umbite,orthorhombic,K Ti^4+ Si O H,
Kamiokite,Kamiokite,Fe2+2Mo4+3O8,Fe2+2Mo4+3O8,Fe Mo O,IMA1975-003,2586,Japan,Approved,Nolanite,hexagonal,Fe^2+ Mo^4+ O,
Kamitugaite,Kamitugaite,Pb2+Al(U6+O2)5(PO4)3O2(OH)2(H2O)11.5,PbAl(UO2)5(PO4)3O2(OH)2(H2O)11.5,Pb Al U O P H,IMA1983-030,2587,Democratic Republic of the Congo,Approved|Renamed, ,triclinic,Pb^2+ Al U^6+ O P H,
Kamotoite-(Y),Kamotoite-(Y),Y3+2O4(U6+O2)4(CO3)3·14H2O,Y2O4(UO2)4(CO3)3·14H2O,Y O U C H,IMA1985-051,2588,Democratic Republic of the Congo,Approved|Renamed, ,monoclinic,Y^3+ O U^6+ C H,
Kampelite,Kampelite,Ba3Mg1.5Sc4(PO4)6(OH)3·4H2O,Ba3Mg1.5Sc4(PO4)6(OH)3·4H2O,Ba Mg Sc P O H,IMA2016-084,6610,Russia,Approved, ,orthorhombic,Ba Mg Sc P O H,
Kampfite,Kampfite,Ba12(Si11Al5)O31(CO3)8Cl5,Ba12(Si11Al5)O31(CO3)8Cl5,Ba Si Al O C Cl,IMA2000-003,2589,USA,Approved, ,monoclinic,Ba Si Al O C Cl,
Kamphaugite-(Y),Kamphaugite-(Y),CaY3+(CO3)2(OH)·H2O,CaY(CO3)2(OH)·H2O,Ca Y C O H,IMA1987-043,2590,Norway,Approved, ,tetragonal,Ca Y^3+ C O H,
Kanemite,Kanemite,HNaSi2O5·3H2O,HNaSi2O5·3H2O,H Na Si O,IMA1971-050,2591,Chad,Approved, ,orthorhombic,H Na Si O,
Kangite,Kangite,"(Sc3+,Ti4+,Al,Zr4+,Mg,Ca,[box])2O3","(Sc,Ti,Al,Zr,Mg,Ca,[box])2O3",Sc Ti Al Zr Mg Ca O,IMA2011-092,6033,Mexico (meteorite),Approved,Bixbyite,cubic,Sc^3+ Ti^4+ Al Zr^4+ Mg Ca O,
Kaňkite,Kankite,Fe3+As5+O4·3.5H2O,Fe3+(AsO4)·3.5H2O,Fe As O H,IMA1975-005,2592,Czech Republic,Approved,Kaňkite,monoclinic,Fe^3+ As^5+ O H,
Kannanite,Kannanite,Ca4Al4(MgAl)(V5+O4)(SiO4)2(Si3O10)(OH)6,Ca4Al4(MgAl)(VO4)(SiO4)2(Si3O10)(OH)6,Ca Al Mg V O Si H,IMA2015-100,6501,Japan,Approved,Ardennite,orthorhombic,Ca Al Mg V^5+ O Si H,
Kanoite,Kanoite,Mn2+MgSi2O6,MnMgSi2O6,Mn Mg Si O,IMA1977-020,2593,Japan,Approved,Pyroxene,monoclinic,Mn^2+ Mg Si O,
Kanonaite,Kanonaite,Mn3+AlOSiO4,Mn3+AlOSiO4,Mn Al O Si,IMA1976-047,2594,Zambia,Approved,Andalusite,orthorhombic,Mn^3+ Al O Si,
Kanonerovite,Kanonerovite,Na3Mn2+P3O10·12H2O,Na3MnP3O10·12H2O,Na Mn P O H,IMA1997-016,2595,Russia,Approved,Kanonerovite,monoclinic,Na Mn^2+ P O H,
Kaolinite,Kaolinite,Al2Si2O5(OH)4,Al2Si2O5(OH)4,Al Si O H,,2596,China,Approved,Kaolinite,"triclinic|monoclinic, unknown",Al Si O H,
Kapellasite,Kapellasite,Cu2+3Zn2+(OH)6Cl1-2,Cu3Zn(OH)6Cl2,Cu Zn O H Cl,IMA2005-009,5217,Greece,Approved,Atacamite,hexagonal,Cu^2+ Zn^2+ O H Cl^1-,
Kapitsaite-(Y),Kapitsaite-(Y),Ba4Y2Si8B4O28F,Ba4Y2Si8B4O28F,Ba Y Si B O F,IMA1998-057,2597,Tajikistan,Approved,Hyalotekite,triclinic,Ba Y Si B O F,
Kapundaite,Kapundaite,CaNaFe3+4(P5+O4)4(OH)3·5H2O,CaNaFe3+4(PO4)4(OH)3·5H2O,Ca Na Fe P O H,IMA2009-047,5776,Australia,Approved, ,triclinic,Ca Na Fe^3+ P^5+ O H,
Kapustinite,Kapustinite,Na6Zr4+Si6O16(OH)2,Na6ZrSi6O16(OH)2,Na Zr Si O H,IMA2003-018,5232,Russia,Approved,Lovozerite-Zirsinalite–Lovozerite,monoclinic|rhombohedral,Na Zr^4+ Si O H,
Karasugite,Karasugite,SrCaAlF7,SrCaAlF7,Sr Ca Al F,IMA1993-013,2598,Russia,Approved, ,monoclinic,Sr Ca Al F,
Karchevskyite,Karchevskyite,Mg18Al9(OH)54Sr2(CO3)9(H2O)6(H3O)5,Mg18Al9(OH)54Sr2(CO3)9(H2O)6(H3O)5,Mg Al O H Sr C,IMA2005-015a,5328,Russia,Approved,Hydrotalcite,hexagonal,Mg Al O H Sr C,
Karelianite,Karelianite,V3+2O3,V2O3,V O,,2599,Finland,Approved,Corundum,hexagonal,V^3+ O,
Karenwebberite,Karenwebberite,NaFe2+(PO4),NaFe2+(PO4),Na Fe P O,IMA2011-015,5944,Italy,Approved,Olivine,orthorhombic,Na Fe^2+ P O,
Karibibite,Karibibite,Fe3+3(As3+O2)4(As3+2O5)(OH),Fe3+3(As3+O2)4(As3+2O5)(OH),Fe As O H,IMA1973-007,2600,Namibia,Approved, ,unknown|orthorhombic,Fe^3+ As^3+ O H,
Karlite,Karlite,"(Mg,Al)6.5(BO3)3(OH)4([box],Cl)0.5","(Mg,Al)6.5(BO3)3(OH)4([box],Cl)0.5",Mg Al B O H Cl,IMA1980-030,2601,Austria,Approved, ,orthorhombic,Mg Al B O H Cl,
Karnasurtite-(Ce),Karnasurtite-(Ce),Ce3+Ti4+AlSi2O7(OH)4·3H2O,CeTiAlSi2O7(OH)4·3H2O,Ce Ti Al Si O H,,5031,Russia,Questionable mineral species|Approved, ,,Ce^3+ Ti^4+ Al Si O H,
Karpenkoite,Karpenkoite,Co2+3(V5+2O7)(OH)2·2H2O,Co3(V2O7)(OH)2·2H2O,Co V O H,IMA2014-092,6390,USA,Approved,Volborthite,hexagonal,Co^2+ V^5+ O H,
Karpinskite,Karpinskite,"(Mg,Ni2+)2Si2O5(OH)2","(Mg,Ni)2Si2O5(OH)2 (?)",Mg Ni Si O H,,5120,Russia,Questionable mineral species|Approved,Corrensite,,Mg Ni^2+ Si O H,
